,ResNet50,Label
4989,[0.         0.         0.         ... 0.00402323 0.         0.        ],Dogs
4990,[0. 0. 0. ... 0. 0. 0.],Cats
4991,[0. 0. 0. ... 0. 0. 0.],Cats
4992,[0.         0.         0.         ... 0.00308088 0.         0.        ],Dogs
4993,[0. 0. 0. ... 0. 0. 0.],Dogs
4994,[0. 0. 0. ... 0. 0. 0.],Cats
4995,[0. 0. 0. ... 0. 0. 0.],Dogs
4996,[0. 0. 0. ... 0. 0. 0.],Cats
4997,[0. 0. 0. ... 0. 0. 0.],Cats
4998,[0. 0. 0. ... 0. 0. 0.],Cats
4999,[0. 0. 0. ... 0. 0. 0.],Dogs
5000,[0. 0. 0. ... 0. 0. 0.],Cats
5001,[0. 0. 0. ... 0. 0. 0.],Cats
5002,[0. 0. 0. ... 0. 0. 0.],Cats
5003,[0. 0. 0. ... 0. 0. 0.],Dogs
5004,[0. 0. 0. ... 0. 0. 0.],Dogs
5005,[0. 0. 0. ... 0. 0. 0.],Cats
5006,[0. 0. 0. ... 0. 0. 0.],Cats
5007,[0. 0. 0. ... 0. 0. 0.],Cats
5008,[0. 0. 0. ... 0. 0. 0.],Dogs
5009,[0.         0.         0.         ... 0.00691872 0.         0.        ],Cats
5010,[0.00830668 0.         0.         ... 0.         0.         0.        ],Cats
5011,[0.         0.00339659 0.         ... 0.         0.         0.        ],Dogs
5012,[0.         0.         0.         ... 0.         0.01162916 0.        ],Cats
5013,[0. 0. 0. ... 0. 0. 0.],Dogs
5014,[0.         0.         0.         ... 0.00161001 0.00043659 0.        ],Dogs
5015,[0. 0. 0. ... 0. 0. 0.],Dogs
5016,[0. 0. 0. ... 0. 0. 0.],Dogs
5017,[0.         0.00093747 0.         ... 0.00636196 0.         0.        ],Dogs
5018,[0. 0. 0. ... 0. 0. 0.],Cats
5019,[0. 0. 0. ... 0. 0. 0.],Cats
5020,[0.002296   0.         0.         ... 0.         0.00058066 0.        ],Dogs
5021,[0.         0.         0.00761898 ... 0.         0.         0.006886  ],Cats
5022,[0.         0.         0.         ... 0.00071936 0.         0.00309278],Cats
5023,[0.         0.         0.         ... 0.         0.00775839 0.        ],Cats
5024,[0.         0.         0.         ... 0.00448739 0.         0.        ],Cats
5025,[0.         0.         0.         ... 0.         0.         0.00636144],Dogs
5026,[0.00500586 0.         0.         ... 0.         0.         0.        ],Cats
5027,[0. 0. 0. ... 0. 0. 0.],Cats
5028,[0. 0. 0. ... 0. 0. 0.],Cats
5029,[0.00580319 0.         0.         ... 0.         0.         0.        ],Dogs
5030,[0. 0. 0. ... 0. 0. 0.],Dogs
5031,[0.00273194 0.         0.         ... 0.         0.         0.        ],Dogs
5032,[0. 0. 0. ... 0. 0. 0.],Dogs
5033,[0. 0. 0. ... 0. 0. 0.],Dogs
5034,[0. 0. 0. ... 0. 0. 0.],Dogs
5035,[0.         0.00290057 0.         ... 0.         0.         0.        ],Cats
5036,[0. 0. 0. ... 0. 0. 0.],Cats
5037,[0. 0. 0. ... 0. 0. 0.],Dogs
5038,[0. 0. 0. ... 0. 0. 0.],Dogs
5039,[0.         0.         0.         ... 0.         0.         0.01067205],Dogs
5040,[0. 0. 0. ... 0. 0. 0.],Dogs
5041,[0.01221209 0.         0.         ... 0.         0.         0.        ],Cats
5042,[0. 0. 0. ... 0. 0. 0.],Cats
5043,[0. 0. 0. ... 0. 0. 0.],Cats
5044,[0.00726777 0.         0.         ... 0.         0.         0.        ],Dogs
5045,[0. 0. 0. ... 0. 0. 0.],Dogs
5046,[0. 0. 0. ... 0. 0. 0.],Cats
5047,[0. 0. 0. ... 0. 0. 0.],Cats
5048,[0. 0. 0. ... 0. 0. 0.],Dogs
5049,[0. 0. 0. ... 0. 0. 0.],Dogs
5050,[0. 0. 0. ... 0. 0. 0.],Cats
5051,[0.         0.01134242 0.         ... 0.00160229 0.         0.00319959],Cats
5052,[0.         0.         0.         ... 0.         0.00091205 0.0055642 ],Dogs
5053,[0.         0.         0.         ... 0.00287228 0.         0.        ],Cats
5054,[0. 0. 0. ... 0. 0. 0.],Cats
5055,[0.00226818 0.         0.         ... 0.         0.         0.        ],Dogs
5056,[0. 0. 0. ... 0. 0. 0.],Dogs
5057,[0. 0. 0. ... 0. 0. 0.],Dogs
5058,[0. 0. 0. ... 0. 0. 0.],Dogs
5059,[0.        0.        0.0081041 ... 0.        0.        0.       ],Dogs
5060,[0. 0. 0. ... 0. 0. 0.],Cats
5061,[0. 0. 0. ... 0. 0. 0.],Dogs
5062,[0.         0.         0.00254661 ... 0.         0.         0.        ],Dogs
5063,[0. 0. 0. ... 0. 0. 0.],Cats
5064,[0. 0. 0. ... 0. 0. 0.],Dogs
5065,[0. 0. 0. ... 0. 0. 0.],Dogs
5066,[0. 0. 0. ... 0. 0. 0.],Cats
5067,[0. 0. 0. ... 0. 0. 0.],Dogs
5068,[0. 0. 0. ... 0. 0. 0.],Dogs
5069,[0.         0.         0.         ... 0.00036164 0.         0.        ],Dogs
5070,[0.         0.00303318 0.         ... 0.         0.         0.        ],Cats
5071,[0.         0.         0.         ... 0.         0.00242363 0.        ],Dogs
5072,[0.         0.         0.         ... 0.00175823 0.         0.        ],Cats
5073,[0. 0. 0. ... 0. 0. 0.],Dogs
5074,[0. 0. 0. ... 0. 0. 0.],Dogs
5075,[0.00382978 0.         0.         ... 0.         0.         0.        ],Cats
5076,[0. 0. 0. ... 0. 0. 0.],Cats
5077,[0.         0.         0.         ... 0.03295918 0.         0.        ],Cats
5078,[0.00010064 0.         0.         ... 0.00836027 0.         0.        ],Cats
5079,[0.         0.         0.         ... 0.         0.00238736 0.        ],Cats
5080,[0.         0.         0.         ... 0.         0.00423096 0.        ],Cats
5081,[0.         0.         0.         ... 0.         0.         0.00182043],Dogs
5082,[0. 0. 0. ... 0. 0. 0.],Dogs
5083,[0.         0.         0.         ... 0.00311385 0.         0.        ],Dogs
5084,[0.         0.00059638 0.         ... 0.         0.         0.        ],Dogs
5085,[0. 0. 0. ... 0. 0. 0.],Cats
5086,[0.0013582  0.         0.         ... 0.00877155 0.         0.        ],Cats
5087,[0. 0. 0. ... 0. 0. 0.],Dogs
5088,[0.         0.00422948 0.         ... 0.         0.         0.        ],Dogs
5089,[0.        0.        0.        ... 0.0092434 0.        0.       ],Cats
5090,"[2.01413075e-03 0.00000000e+00 0.00000000e+00 ... 2.69877740e-02
 8.38346568e-05 0.00000000e+00]",Dogs
5091,[0.         0.00190106 0.         ... 0.         0.         0.        ],Dogs
5092,[0. 0. 0. ... 0. 0. 0.],Cats
5093,[0.         0.00255046 0.         ... 0.         0.         0.        ],Dogs
5094,[0. 0. 0. ... 0. 0. 0.],Dogs
5095,[0. 0. 0. ... 0. 0. 0.],Dogs
5096,[0. 0. 0. ... 0. 0. 0.],Cats
5097,[0.00128579 0.         0.         ... 0.         0.         0.        ],Cats
5098,[0. 0. 0. ... 0. 0. 0.],Dogs
5099,[0. 0. 0. ... 0. 0. 0.],Dogs
5100,[0. 0. 0. ... 0. 0. 0.],Cats
5101,[0.         0.         0.         ... 0.         0.00206359 0.        ],Cats
5102,[0. 0. 0. ... 0. 0. 0.],Dogs
5103,[0. 0. 0. ... 0. 0. 0.],Cats
5104,[0. 0. 0. ... 0. 0. 0.],Cats
5105,[0. 0. 0. ... 0. 0. 0.],Cats
5106,[0.         0.         0.         ... 0.00478363 0.         0.        ],Cats
5107,[0.00373434 0.         0.         ... 0.         0.         0.        ],Dogs
5108,[0. 0. 0. ... 0. 0. 0.],Dogs
5109,[0. 0. 0. ... 0. 0. 0.],Cats
5110,[0. 0. 0. ... 0. 0. 0.],Cats
5111,[0. 0. 0. ... 0. 0. 0.],Cats
5112,[0. 0. 0. ... 0. 0. 0.],Dogs
5113,[0.0022918 0.        0.        ... 0.        0.        0.       ],Dogs
5114,[0.         0.         0.         ... 0.         0.         0.00491825],Cats
5115,[0. 0. 0. ... 0. 0. 0.],Dogs
5116,[0. 0. 0. ... 0. 0. 0.],Cats
5117,[0. 0. 0. ... 0. 0. 0.],Dogs
5118,[0.         0.         0.00268958 ... 0.         0.         0.        ],Dogs
5119,[0. 0. 0. ... 0. 0. 0.],Dogs
5120,[0.         0.         0.         ... 0.01063832 0.         0.        ],Dogs
5121,[0. 0. 0. ... 0. 0. 0.],Dogs
5122,[0.         0.0020639  0.         ... 0.         0.         0.00858715],Dogs
5123,[0. 0. 0. ... 0. 0. 0.],Dogs
5124,[0. 0. 0. ... 0. 0. 0.],Cats
5125,[0. 0. 0. ... 0. 0. 0.],Cats
5126,[0. 0. 0. ... 0. 0. 0.],Cats
5127,[0. 0. 0. ... 0. 0. 0.],Cats
5128,[0. 0. 0. ... 0. 0. 0.],Dogs
5129,[0. 0. 0. ... 0. 0. 0.],Dogs
5130,[0.00507084 0.         0.         ... 0.         0.         0.        ],Cats
5131,[0. 0. 0. ... 0. 0. 0.],Cats
5132,[0. 0. 0. ... 0. 0. 0.],Dogs
5133,[0. 0. 0. ... 0. 0. 0.],Cats
5134,[0. 0. 0. ... 0. 0. 0.],Cats
5135,[0. 0. 0. ... 0. 0. 0.],Cats
5136,[0. 0. 0. ... 0. 0. 0.],Dogs
5137,[0. 0. 0. ... 0. 0. 0.],Dogs
5138,[0.         0.         0.         ... 0.         0.         0.00614272],Dogs
5139,[0. 0. 0. ... 0. 0. 0.],Dogs
5140,[0. 0. 0. ... 0. 0. 0.],Cats
5141,[0.         0.         0.         ... 0.00366585 0.         0.        ],Cats
5142,[0. 0. 0. ... 0. 0. 0.],Cats
5143,[0. 0. 0. ... 0. 0. 0.],Cats
5144,[0. 0. 0. ... 0. 0. 0.],Dogs
5145,[0. 0. 0. ... 0. 0. 0.],Dogs
5146,[0. 0. 0. ... 0. 0. 0.],Dogs
5147,[0.         0.         0.         ... 0.         0.         0.00178681],Dogs
5148,[0. 0. 0. ... 0. 0. 0.],Dogs
5149,[0. 0. 0. ... 0. 0. 0.],Dogs
5150,[0. 0. 0. ... 0. 0. 0.],Dogs
5151,[0. 0. 0. ... 0. 0. 0.],Cats
5152,[0. 0. 0. ... 0. 0. 0.],Dogs
5153,[0. 0. 0. ... 0. 0. 0.],Dogs
5154,[0. 0. 0. ... 0. 0. 0.],Dogs
5155,[0.         0.         0.         ... 0.00293971 0.         0.        ],Dogs
5156,"[7.02918118e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 9.15393445e-04 0.00000000e+00]",Cats
5157,[0.         0.         0.         ... 0.         0.00030456 0.        ],Cats
5158,[0.        0.        0.        ... 0.        0.        0.0012076],Dogs
5159,[0.00043254 0.         0.         ... 0.         0.         0.        ],Dogs
5160,[0.         0.         0.         ... 0.01973927 0.         0.        ],Dogs
5161,[0. 0. 0. ... 0. 0. 0.],Dogs
5162,[0.         0.         0.         ... 0.         0.00203374 0.00884793],Dogs
5163,[0.         0.00246826 0.         ... 0.         0.         0.00032047],Cats
5164,[0. 0. 0. ... 0. 0. 0.],Dogs
5165,[0.         0.         0.         ... 0.00736463 0.         0.        ],Dogs
5166,[0. 0. 0. ... 0. 0. 0.],Cats
5167,[0. 0. 0. ... 0. 0. 0.],Cats
5168,[0.         0.00054132 0.00045327 ... 0.         0.00248959 0.        ],Dogs
5169,[0.00082866 0.         0.         ... 0.01663762 0.         0.        ],Dogs
5170,[0.00294275 0.         0.         ... 0.         0.         0.        ],Dogs
5171,[0.         0.00214394 0.         ... 0.         0.         0.        ],Dogs
5172,[0. 0. 0. ... 0. 0. 0.],Cats
5173,[0.00085331 0.00195033 0.         ... 0.         0.         0.        ],Dogs
5174,[0.         0.         0.         ... 0.         0.00133611 0.        ],Cats
5175,[0. 0. 0. ... 0. 0. 0.],Dogs
5176,[0. 0. 0. ... 0. 0. 0.],Cats
5177,[0. 0. 0. ... 0. 0. 0.],Cats
5178,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 6.73601962e-06 0.00000000e+00]",Dogs
5179,[0. 0. 0. ... 0. 0. 0.],Dogs
5180,[0. 0. 0. ... 0. 0. 0.],Dogs
5181,[0. 0. 0. ... 0. 0. 0.],Dogs
5182,[0.         0.         0.         ... 0.         0.00343091 0.00204496],Cats
5183,[0.00523086 0.         0.         ... 0.         0.         0.        ],Cats
5184,[0.         0.         0.         ... 0.01275985 0.         0.        ],Cats
5185,[0.        0.        0.        ... 0.0066569 0.        0.       ],Dogs
5186,[0.         0.         0.00097101 ... 0.         0.         0.        ],Dogs
5187,[0.         0.         0.         ... 0.         0.00553342 0.        ],Cats
5188,[0. 0. 0. ... 0. 0. 0.],Dogs
5189,[0. 0. 0. ... 0. 0. 0.],Cats
5190,[0.        0.        0.        ... 0.0001862 0.        0.       ],Cats
5191,[0. 0. 0. ... 0. 0. 0.],Dogs
5192,[0. 0. 0. ... 0. 0. 0.],Dogs
5193,[0. 0. 0. ... 0. 0. 0.],Dogs
5194,[0. 0. 0. ... 0. 0. 0.],Cats
5195,[0. 0. 0. ... 0. 0. 0.],Dogs
5196,[0. 0. 0. ... 0. 0. 0.],Dogs
5197,[0.         0.00172492 0.         ... 0.         0.         0.        ],Dogs
5198,[0. 0. 0. ... 0. 0. 0.],Cats
5199,[0.         0.00030477 0.         ... 0.         0.         0.00965459],Dogs
5200,[0.         0.         0.00529951 ... 0.00852643 0.         0.        ],Cats
5201,[0. 0. 0. ... 0. 0. 0.],Cats
5202,[0.         0.         0.         ... 0.         0.         0.00196146],Cats
5203,[0. 0. 0. ... 0. 0. 0.],Dogs
5204,[0.00128596 0.         0.         ... 0.         0.         0.        ],Cats
5205,[0.00078058 0.         0.         ... 0.         0.         0.        ],Dogs
5206,[0. 0. 0. ... 0. 0. 0.],Cats
5207,[0. 0. 0. ... 0. 0. 0.],Cats
5208,[0.         0.         0.         ... 0.0021481  0.00221038 0.        ],Dogs
5209,[0.         0.         0.         ... 0.0143552  0.         0.00103632],Cats
5210,[0.         0.         0.         ... 0.         0.         0.00282303],Dogs
5211,[0. 0. 0. ... 0. 0. 0.],Cats
5212,[0. 0. 0. ... 0. 0. 0.],Dogs
5213,[0. 0. 0. ... 0. 0. 0.],Cats
5214,[0.         0.0077032  0.         ... 0.00590287 0.         0.        ],Dogs
5215,[0. 0. 0. ... 0. 0. 0.],Cats
5216,[0. 0. 0. ... 0. 0. 0.],Cats
5217,[0.         0.         0.         ... 0.         0.00394388 0.        ],Dogs
5218,[0.         0.         0.         ... 0.00378071 0.         0.        ],Cats
5219,[0.         0.00036521 0.         ... 0.         0.00219205 0.        ],Dogs
5220,[0. 0. 0. ... 0. 0. 0.],Dogs
5221,[0. 0. 0. ... 0. 0. 0.],Cats
5222,[0.         0.         0.         ... 0.00230758 0.         0.        ],Cats
5223,[0.00639415 0.         0.         ... 0.         0.         0.        ],Dogs
5224,[0.         0.         0.         ... 0.         0.00345292 0.        ],Cats
5225,[0.         0.         0.         ... 0.00037983 0.         0.        ],Cats
5226,[0.         0.         0.         ... 0.00852762 0.         0.        ],Dogs
5227,[0. 0. 0. ... 0. 0. 0.],Cats
5228,[0. 0. 0. ... 0. 0. 0.],Cats
5229,[0.         0.         0.         ... 0.00309628 0.         0.        ],Cats
5230,[0. 0. 0. ... 0. 0. 0.],Cats
5231,[0. 0. 0. ... 0. 0. 0.],Dogs
5232,[0.         0.         0.         ... 0.         0.00173084 0.0012495 ],Dogs
5233,[0. 0. 0. ... 0. 0. 0.],Cats
5234,[0.         0.         0.         ... 0.01121389 0.         0.        ],Cats
5235,[0.         0.         0.         ... 0.         0.00295423 0.00905216],Cats
5236,[0.         0.         0.         ... 0.         0.         0.00408558],Dogs
5237,[0.         0.         0.00049517 ... 0.         0.         0.        ],Dogs
5238,[0.         0.         0.         ... 0.         0.00084096 0.        ],Dogs
5239,[0. 0. 0. ... 0. 0. 0.],Cats
5240,[0. 0. 0. ... 0. 0. 0.],Cats
5241,[0. 0. 0. ... 0. 0. 0.],Cats
5242,[0. 0. 0. ... 0. 0. 0.],Dogs
5243,[0. 0. 0. ... 0. 0. 0.],Dogs
5244,[0.         0.         0.         ... 0.         0.         0.03586822],Cats
5245,[0. 0. 0. ... 0. 0. 0.],Dogs
5246,[0. 0. 0. ... 0. 0. 0.],Dogs
5247,[0. 0. 0. ... 0. 0. 0.],Cats
5248,[0. 0. 0. ... 0. 0. 0.],Cats
5249,[0. 0. 0. ... 0. 0. 0.],Cats
5250,[0.00019122 0.         0.         ... 0.         0.         0.        ],Dogs
5251,[0. 0. 0. ... 0. 0. 0.],Cats
5252,[0. 0. 0. ... 0. 0. 0.],Dogs
5253,[0. 0. 0. ... 0. 0. 0.],Cats
5254,[0.         0.         0.         ... 0.00466045 0.         0.        ],Cats
5255,[0.         0.         0.         ... 0.         0.00529019 0.        ],Cats
5256,[0. 0. 0. ... 0. 0. 0.],Cats
5257,[0.        0.0020939 0.        ... 0.        0.        0.       ],Dogs
5258,[0.         0.         0.         ... 0.         0.         0.01230361],Dogs
5259,[0.         0.         0.         ... 0.         0.         0.00290042],Dogs
5260,[0.        0.        0.        ... 0.        0.        0.0005824],Cats
5261,[0. 0. 0. ... 0. 0. 0.],Cats
5262,[0. 0. 0. ... 0. 0. 0.],Dogs
5263,[0.         0.         0.         ... 0.         0.         0.00140964],Cats
5264,[0. 0. 0. ... 0. 0. 0.],Dogs
5265,[0.         0.         0.         ... 0.00880996 0.         0.        ],Cats
5266,[0. 0. 0. ... 0. 0. 0.],Dogs
5267,[0. 0. 0. ... 0. 0. 0.],Dogs
5268,[0.00064681 0.         0.         ... 0.         0.         0.        ],Cats
5269,[0. 0. 0. ... 0. 0. 0.],Dogs
5270,[0.         0.00242081 0.         ... 0.         0.         0.        ],Dogs
5271,[0.         0.00318428 0.         ... 0.00866662 0.         0.        ],Cats
5272,[0.         0.         0.         ... 0.00263028 0.00249014 0.        ],Dogs
5273,[0. 0. 0. ... 0. 0. 0.],Dogs
5274,[0. 0. 0. ... 0. 0. 0.],Cats
5275,[0.         0.         0.         ... 0.01157085 0.         0.        ],Dogs
5276,[0.         0.         0.         ... 0.00259512 0.         0.        ],Cats
5277,[0. 0. 0. ... 0. 0. 0.],Cats
5278,[0.         0.         0.         ... 0.         0.         0.00538547],Cats
5279,[0.         0.00237604 0.         ... 0.         0.         0.        ],Dogs
5280,[0. 0. 0. ... 0. 0. 0.],Dogs
5281,[0. 0. 0. ... 0. 0. 0.],Dogs
5282,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 3.71393184e-05]",Dogs
5283,[0. 0. 0. ... 0. 0. 0.],Dogs
5284,[0. 0. 0. ... 0. 0. 0.],Cats
5285,[0. 0. 0. ... 0. 0. 0.],Cats
5286,[0. 0. 0. ... 0. 0. 0.],Cats
5287,[0. 0. 0. ... 0. 0. 0.],Dogs
5288,[0.         0.00036563 0.         ... 0.         0.00198781 0.        ],Cats
5289,[0.00071131 0.         0.         ... 0.00298027 0.         0.        ],Dogs
5290,[0. 0. 0. ... 0. 0. 0.],Dogs
5291,[0. 0. 0. ... 0. 0. 0.],Dogs
5292,[0.         0.00057544 0.         ... 0.         0.00012444 0.        ],Cats
5293,[0. 0. 0. ... 0. 0. 0.],Cats
5294,[0. 0. 0. ... 0. 0. 0.],Dogs
5295,[0. 0. 0. ... 0. 0. 0.],Cats
5296,[0. 0. 0. ... 0. 0. 0.],Dogs
5297,[0. 0. 0. ... 0. 0. 0.],Cats
5298,[0.         0.         0.         ... 0.         0.         0.00037229],Dogs
5299,[0. 0. 0. ... 0. 0. 0.],Dogs
5300,[0. 0. 0. ... 0. 0. 0.],Cats
5301,[0. 0. 0. ... 0. 0. 0.],Dogs
5302,[0.         0.         0.         ... 0.00279366 0.         0.        ],Cats
5303,[0.         0.         0.         ... 0.01691295 0.         0.        ],Dogs
5304,[0. 0. 0. ... 0. 0. 0.],Cats
5305,[0. 0. 0. ... 0. 0. 0.],Dogs
5306,[0.         0.         0.         ... 0.         0.         0.00494635],Dogs
5307,[0.         0.         0.         ... 0.         0.01450055 0.        ],Cats
5308,[0. 0. 0. ... 0. 0. 0.],Dogs
5309,[0. 0. 0. ... 0. 0. 0.],Dogs
5310,[0. 0. 0. ... 0. 0. 0.],Cats
5311,[0. 0. 0. ... 0. 0. 0.],Dogs
5312,[0. 0. 0. ... 0. 0. 0.],Dogs
5313,[0. 0. 0. ... 0. 0. 0.],Dogs
5314,[0.         0.         0.         ... 0.00018993 0.00266548 0.        ],Cats
5315,[0.         0.         0.         ... 0.02628066 0.         0.        ],Dogs
5316,[0. 0. 0. ... 0. 0. 0.],Cats
5317,[0.         0.         0.         ... 0.00547555 0.00092017 0.        ],Dogs
5318,[0.         0.         0.         ... 0.00419555 0.         0.        ],Dogs
5319,[0.         0.00069593 0.         ... 0.         0.         0.        ],Cats
5320,[0. 0. 0. ... 0. 0. 0.],Cats
5321,[0. 0. 0. ... 0. 0. 0.],Cats
5322,[0.00074507 0.00016105 0.         ... 0.         0.         0.02306964],Cats
5323,[0.         0.00096229 0.         ... 0.00038335 0.00356758 0.        ],Cats
5324,[0. 0. 0. ... 0. 0. 0.],Cats
5325,[0. 0. 0. ... 0. 0. 0.],Cats
5326,[0.         0.         0.         ... 0.         0.00015046 0.        ],Cats
5327,[0. 0. 0. ... 0. 0. 0.],Dogs
5328,[0. 0. 0. ... 0. 0. 0.],Cats
5329,[0.00249869 0.         0.         ... 0.         0.         0.00662325],Cats
5330,[0. 0. 0. ... 0. 0. 0.],Cats
5331,[0. 0. 0. ... 0. 0. 0.],Cats
5332,[0.         0.00073435 0.         ... 0.00124004 0.00044321 0.        ],Dogs
5333,[0.         0.00381218 0.         ... 0.         0.         0.        ],Dogs
5334,[0. 0. 0. ... 0. 0. 0.],Cats
5335,[0. 0. 0. ... 0. 0. 0.],Dogs
5336,[0. 0. 0. ... 0. 0. 0.],Cats
5337,[0. 0. 0. ... 0. 0. 0.],Dogs
5338,[0. 0. 0. ... 0. 0. 0.],Cats
5339,[0.00120253 0.         0.         ... 0.         0.         0.        ],Cats
5340,[0. 0. 0. ... 0. 0. 0.],Dogs
5341,[0. 0. 0. ... 0. 0. 0.],Dogs
5342,[0.00311796 0.         0.         ... 0.         0.         0.        ],Cats
5343,[0. 0. 0. ... 0. 0. 0.],Cats
5344,[0.         0.         0.         ... 0.         0.00091191 0.00764088],Cats
5345,[0.         0.         0.         ... 0.         0.01481866 0.        ],Cats
5346,[0. 0. 0. ... 0. 0. 0.],Dogs
5347,[0. 0. 0. ... 0. 0. 0.],Dogs
5348,[0. 0. 0. ... 0. 0. 0.],Cats
5349,[0. 0. 0. ... 0. 0. 0.],Dogs
5350,[0. 0. 0. ... 0. 0. 0.],Dogs
5351,[0.         0.         0.         ... 0.00045713 0.         0.00200667],Cats
5352,[0.         0.         0.         ... 0.00499764 0.         0.        ],Dogs
5353,[0.         0.         0.         ... 0.         0.00339807 0.        ],Dogs
5354,[0.00609676 0.         0.         ... 0.02276217 0.         0.        ],Cats
5355,[0. 0. 0. ... 0. 0. 0.],Dogs
5356,[0.0003773 0.        0.        ... 0.        0.        0.       ],Cats
5357,[0.         0.00422185 0.         ... 0.00527613 0.         0.        ],Dogs
5358,[0. 0. 0. ... 0. 0. 0.],Dogs
5359,[0.         0.         0.         ... 0.         0.         0.00026923],Dogs
